WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,ele,highway,layer,name,operator,shop,tourism,tid,territory_name
"POINT (128.608798882098 35.8925023956583)","4677541559",,,,cafe,,,,,,파리바게뜨,,,,,
"POINT (128.608988082097 35.8925705956583)","4677541558",,,,cafe,,,,,,뚜레주르,,,,,
"POINT (128.394139582127 36.1453497956371)","4857706003",,,,cafe,,,,,,북카페,,,,,
"POINT (128.641148182093 35.8597879956611)","3850764506",,,,cafe,,,,,,Turn Up,,,,,
"POINT (128.639012582093 35.87300229566)","7286969585",,,"112",cafe,,,,,,,,,,,
"POINT (128.638382982093 35.8902261956585)","3110812536",,,,cafe,,,,,,Mocambo,,,,,
"POINT (128.638476882093 35.8903336956585)","3110812537",,,,cafe,,,,,,Roca,,,,,
"POINT (128.396436982127 36.0837776956423)","4381767589",,,,cafe,,,,,,,,,,,
"POINT (128.385750082129 36.1018541956407)","4629426050",,,"212",cafe,스타벅스,,,,,스타벅스 구미공단점,(주)스타벅스커피 코리아,,,,
"POINT (128.362320082132 36.194089495633)","4380374889",,,,cafe,,,,,,,,,,,
"POINT (128.419685882124 36.1383746956377)","4629457765",,,"20",cafe,스타벅스,,,,,스타벅스 구미옥계점,(주)스타벅스커피 코리아,,,,
"POINT (128.30289608214 36.3566325956195)","6801161992",,,,cafe,,,,,,,,,,,
"POINT (128.250534282147 36.2743552956263)","3105253212",,,,cafe,,,,,,,,,,,
"POINT (128.712680982083 35.8638995956608)","3150459093",,,,cafe,,,,,,Big Hands,,,,,
"POINT (128.15869578216 36.4155115956146)","7239547967",,,,cafe,,,,,,설빙,,,,,
"POINT (128.240118082149 36.459441195611)","6800768644",,,,cafe,,,,,,,,,,,
"POINT (128.51708848211 36.5406554956043)","3756450293",,,,cafe,,,,,,Pine Lounge,,,,,
"POINT (128.730410682081 35.8792351956595)","4631454967",,,"1",cafe,,,,,,파리바게뜨 대구혁신청사점,,,,,
"POINT (128.73152908208 35.8787620956595)","4631447393",,,"10",cafe,,,,,,빽다방 대구혁신1호점,,,,,
"POINT (128.938699182052 35.9719582956516)","4634111642",,,,cafe,,,,,,핸즈커피,,,,,
"POINT (128.819036682068 35.8736219956599)","5155166821",,,"50",cafe,,,,,,,,,,,
"POINT (128.935277582052 35.9720564956516)","4634111862",,,,cafe,,,,,,파스쿠찌,,,,,
"POINT (128.936262882052 35.9723803956516)","4634111865",,,,cafe,,,,,,투썸플레이스,,,,,
"POINT (128.974114982047 36.0276962956469)","4638916558",,,,cafe,,,,,,,,,,,
"POINT (129.223880382012 35.861144495661)","4655139204",,,"317",cafe,,,,,,사브리나,,,,,
"POINT (129.225660782012 35.8595167956611)","4655123993",,,57 33,cafe,,,,,,YOGER PRESSO (경주 동천점),,,,,
"POINT (129.322325481998 36.015622195648)","1496086666",,,,cafe,,,,,,Cafe Monet,,,,,
"POINT (129.253859582008 35.9966038956496)","3774238758",,,,cafe,,,,,,,,convenience,,,
"POINT (129.320590081998 36.0127323956482)","1496087252",,,,cafe,,,,,,Cafe Serio,,,,,
"POINT (129.343239881995 36.0195853956476)","4637594594",,,,cafe,,,,,,Hisbeans Coffee,,,,,
"POINT (129.342240781995 36.0059849956488)","4636513465",,,,cafe,,,,,,DALCOMAI,,,,,
"POINT (129.343725881995 36.0057980956488)","4636514606",,,,cafe,,,,,,양자강,,,,,
"POINT (129.366130981992 36.0101308956484)","4637622304",,,,cafe,,,,,,Hisbeans Coffee,,,,,
"POINT (129.342181681995 36.0180611956478)","5296828421",,,,cafe,스타벅스,,,,,,,,,,
"POINT (129.363806581992 36.0376617956461)","4652499798",,,32-3,cafe,,,,,,Cafe1944,,,,,
"POINT (129.362397481993 36.0173340956478)","4637564654",,,,cafe,,,,,,Hisbeans Coffee,,,,,
"POINT (129.364566581992 36.0382990956461)","4634358002",,,,cafe,,,,,,엔제리너스,,,,,
"POINT (129.346671481995 36.1083982956402)","4636841874",,,,cafe,,,,,,모캄보,,,,,
"POINT (129.360968581993 36.0690032956435)","4646753773",,,,cafe,,,,,,가디너스,,,,,
"POINT (129.336119481996 36.0932749956415)","6577428980",,,,cafe,,,,,,봄봄 초곡점,,,,,
"POINT (129.335553881996 36.0967047956412)","7282679028",,,,cafe,,,,,,10000LAB COFFEE,,,,,
"POINT (129.336021681996 36.0966204956412)","6577428934",,,,cafe,,,,,,더벤티 초곡점,,,,,
"POINT (129.336599181996 36.0964847956412)","7233749337",,,,cafe,,,,,,디저트카페프랑,,,,,
"POINT (129.346903881995 36.1085160956402)","4636841875",,,,cafe,,,,,,커피인스,,,,,
"POINT (129.346502881995 36.1087885956402)","4636841877",,,,cafe,,,,,,눈꽃빙수,,,,,
"POINT (129.346621381995 36.1087332956402)","4636841876",,,,cafe,,,,,,커피플라워,,,,,
"POINT (128.73375238208 36.5502465956035)","5281671125",,,"23",cafe,,,,,,강남6길 카페,,,,,
"POINT (128.893472582058 36.2738977956264)","6796106622",,,,cafe,,,,,,Picasso,,,,,
"POINT (128.700304782085 36.5616095956026)","5342191871",,,,cafe,,,,,,망고식스,,,,,
"POINT (128.73595438208 36.5487731956036)","5814390756",,,,cafe,,,,,,,,,,,
"POINT (129.051574682036 36.3073569956236)","6796074349",,,,cafe,,,,,,,,,,,
"POINT (129.064283182034 36.3467050956203)","6794601916",,,,cafe,,,,,,Apple Coffee Bakery,,,,,
"POINT (129.143379482023 36.3923353956166)","5831138785",,,,cafe,,,,,,,,,,,
"POINT (129.218988782013 36.3172960956228)","4621833991",,,,cafe,,,,,,청송미인카페,,,,,
"POINT (126.415269282403 36.9924040955674)","4638888526",,,,cafe,,,,,,,,,,,
"POINT (124.721248282639 37.96868199549)","4548778830",,,,cafe,,,,,,카페베네 백령도점,,,,,
"POINT (126.418710582402 37.4286886955324)","5618737022",,,,cafe,,,,,,,,,,,
"POINT (125.701503082502 37.6597040955141)","4644258582",,,,cafe,,,,,,cafe 나루,,,,,
"POINT (126.419844682402 37.4259216955326)","7654195085",,,,cafe,,,,,,엠클리프,,,,,
"POINT (126.371994882409 37.4583746955301)","4566105361",,,,cafe,,,,,,그레이몽키 을왕점,,,,,
"POINT (126.461064882396 37.4390923955316)","5402956121",,,,cafe,,,,,,Selecto Coffee,,,,,
"POINT (126.447091182398 37.4497596955308)","5680617024",,,,cafe,,,,,,,,,,,
"POINT (126.452164582398 37.4513169955306)","3832481408",customers,,,cafe,Paris Croissant,,,,,Paris Croissant Kitchen,,bakery,,,
"POINT (126.445982882399 37.4504837955307)","6188903631",,,,cafe,,,,,,Pascucci,,,,,
"POINT (126.451786682398 37.4511160955306)","6471607386",,,,cafe,,,,,,,,,,,
"POINT (126.4330403824 37.4628409955297)","7196064387",,,,cafe,,,,,,,,,,,
"POINT (126.4335007824 37.4628771955297)","7196063285",,,,cafe,,,,,,,,,,,
"POINT (126.444292182399 37.4557708955303)","5591234598",,,,cafe,,,,,,Paris Baguette,,,,,
"POINT (126.455035482397 37.4507521955307)","5472809124",,,,cafe,,,,,,,,,,,
"POINT (126.449078182398 37.4581981955301)","5591239563",,,,cafe,,,,,,,,,,,
"POINT (126.455999282397 37.4504040955307)","5472809123",,,,cafe,,,,,,엔제리너스커피,,,,,
"POINT (126.490145582392 37.4930342955273)","7473901179",,,,cafe,,,,,,이디야커피,,,,,
"POINT (126.4330464824 37.4658767955295)","6707529702",,,,cafe,스타벅스,,,,,스타벅스,,,,,
"POINT (126.4350379824 37.4685649955293)","6707529717",,,,cafe,,,,,,Coffee@Works,,,,,
"POINT (126.4375150824 37.4682600955293)","6707529731",,,,cafe,,,,,,Coffee@Works,,,,,
"POINT (126.493663682392 37.4931839955273)","5114211822",,,,cafe,,,,,,,,,,,
"POINT (126.492747682392 37.4940558955272)","6240902986",,,"17",cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (126.492876782392 37.4944519955272)","6241438285",,,,cafe,,,,,,Dessert 39,,,,,
"POINT (124.678258882645 37.9780812954892)","4326495025",,,,cafe,,,,,,연꽃마을펜션,,,,,
"POINT (126.559866882383 37.4857826955279)","6104225885",,,,cafe,,,,,,이디야커피,,,,,
"POINT (126.401461882405 37.6776417955127)","5919727585",,,,cafe,,,,,,산토리니,,,,,
"POINT (126.4345656824 37.6794625955126)","4659725489",,,,cafe,,,,,,우리꽃,,,,,
"POINT (126.79433908235 36.6883861955922)","6569280537",,,,cafe,,,,,,Cafe Ezda,,,,,
"POINT (126.831216182345 36.6947020955917)","7475816988",,,,cafe,,,,,,가델로커피컴퍼니,,,,,
"POINT (126.638439782372 36.8894247955758)","7083458998",,,,cafe,,,,,,Cafe 8683,,,,,
"POINT (126.637796882372 36.8911620955756)","7083480175",,,,cafe,,,,,,Hollys Coffee,,,,,
"POINT (126.638658582372 36.8908191955757)","7083522135",,,,cafe,,,,,,Twosome Place,,,,,
"POINT (126.630322782373 36.8948130955754)","5024403625",,,,cafe,,,,,,,,,,,
"POINT (126.969603282326 36.7677678955857)","4406390830",,,"122",cafe,,,,,,커피 볶는집-리에또,,,,,
"POINT (126.635094382372 36.8966776955752)","4631067602",,,"202",cafe,,,,,,투콩(TWOKONG),,,,,
"POINT (126.694741182364 36.9044107955746)","4676170179",,,"103",cafe,,,,,,EDIYA CAFE,,,,,
"POINT (127.115416782305 36.5697094956019)","4502182089",,,,cafe,,,,,,,,,,,
"POINT (127.002630582321 36.7812047955846)","7723324732",,,364-29,cafe,,,,,,위드제과제빵커피학원,,,,,
"POINT (127.08204608231 36.7709682955854)","4686384867",,,,cafe,,,,,,,,,,,
"POINT (127.107241582307 36.7966785955833)","4747250368",,,,cafe,,,,,,엔젤리너스 롯데마트아산점,,,,,
"POINT (127.177146982297 36.7602672955863)","4631202510",,,,cafe,,,,,,카페 휴,,,,,
"POINT (127.127052582304 36.7955496955834)","4648124439",,,,cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (127.114225982306 36.8067063955825)","4791143482",,,,cafe,,,,,,루카스카페,,,,,
"POINT (127.121583882305 36.8237646955811)","7376134515",,,85-4,cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (127.109450582306 36.8099731955823)","4791902249",,,"52",cafe,,,,,,쥬씨,,,,,
"POINT (127.109735482306 36.8099462955823)","4791902250",,,"58",cafe,,,,,,빽다방,,,,,
"POINT (127.110055782306 36.8108356955822)","4791902245",,,,cafe,,,,,,,,,,,
"POINT (127.111092982306 36.8098965955823)","4791902187",,,"91",cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.109464382306 36.8117521955821)","4793664828",,,"29",cafe,,,,,,설빙,,,,,
"POINT (127.100099582308 36.8172656955816)","5719240359",,,"92",cafe,,,,,,투썸플레이스,,,,,
"POINT (127.1549503823 36.7828774955844)","7629117988",,,"4",cafe,공차,,,,,공차,공차,,,,
"POINT (127.1549205823 36.7838989955844)","7629976575",,,"10",cafe,,,,,,할리스커피 동천안우체국점,,,,,
"POINT (127.135522582303 36.8016201955829)","4643755965",,,,cafe,,,,,,이디야 커피 순천향지점,,,,,
"POINT (127.135627182303 36.8016631955829)","4643755962",,,,cafe,,,,,,쥬시,,,,,
"POINT (127.1575439823 36.7857550955842)","7606158861",,,"102",cafe,스타벅스,,,,,스타벅스,,,,,
"POINT (127.135671982303 36.8016273955829)","4643755963",,,,cafe,,,,,,산토리니,,,,,
"POINT (127.139106982302 36.8034877955828)","4643755893",,,,cafe,,,,,,delicious coffee,,,,,
"POINT (127.147789782301 36.8090374955823)","7616174803",,,"235",cafe,,,,,,파스쿠찌 천안역점,,,,,
"POINT (127.179292582296 36.7608370955863)","4631202511",,,,cafe,,,,,,2층 카페,,,,,
"POINT (127.130834982303 36.8337519955803)","4744535305",,,"126",cafe,,,,,,바비스가든,,,,,
"POINT (127.130778382303 36.8263264955809)","1975881812",,,"5",cafe,,,,,,카페치올라,,,,,
"POINT (127.133454482303 36.8305857955806)","4735554737",,,"55",cafe,,,,,,마노에스프레소,,,,,
"POINT (127.133555182303 36.8314875955805)","4735554769",,,"2",cafe,,,,,,카페르블랑,,,,,
"POINT (127.128000682304 36.8328549955804)","4752299466",,,"25",cafe,,,,,,맛있는커피,,,,,
"POINT (127.127600482304 36.8333818955803)","4752299393",,,"98",cafe,,,,,,토아빈,,,,,
"POINT (127.132641582303 36.8327002955804)","4739237041",,,"25",cafe,,,,,,카페비아,,,,,
"POINT (127.1531360823 36.8509261955789)","4718387516",,,1223-24,cafe,,,,,,Cloud9,,,,,
"POINT (127.172943982297 36.8343865955803)","1744495099",,,,cafe,,,,,,cafe MARIS,,,,,
"POINT (127.143864382301 36.9099496955741)","1962804751",,,,cafe,,,,,,,,,,,
"POINT (127.1509177823 36.8778301955767)","4674769315",,,,cafe,,,,,,이디야 커피 (Ediya Coffee),,,,,
"POINT (127.1547158823 36.8773331955768)","4685204608",,,,cafe,,,,,,엔제리너스커피 (Angel-in-us Coffee),,,,,
"POINT (127.1511103823 36.8783810955767)","4674760519",,,,cafe,,,,,,,,,,,
"POINT (127.146401782301 36.9088130955742)","1962804942",,,,cafe,,,,,,,,,,,
"POINT (127.144969482301 36.9104172955741)","1962805097",,,,cafe,,,,,,,,,,,
"POINT (126.892552082336 36.9865844955679)","6471542585",,,,cafe,,,,,,ОБЕД ШИКТАН,,,,,
"POINT (127.201668582293 36.8737482955771)","4631905339",,,,cafe,,,,,,Cafe96,,,,,
"POINT (126.844505082343 36.9880500955678)","4793451225",,,,cafe,,,,,,,,,,,
"POINT (126.844600282343 36.9880858955678)","4793458022",,,,cafe,,,,,,,,,,,
"POINT (126.913444782333 36.9908863955675)","7030724039",,,,cafe,스타벅스,,,,,스타벅스,,,,,
"POINT (126.910996082334 37.0202210955652)","7447449854",,,,cafe,,,,,,요거프레소,,,,,
"POINT (126.919263082333 36.9786209955685)","4642298275",,,,cafe,,,,,,콩긴 북카페,,,,,
"POINT (126.911396782334 37.0159585955655)","7448649065",,,,cafe,,,,,,해피누리 청북신도시점,,,,,
"POINT (126.65184558237 37.1867025955518)","3176074369",,,"1076",cafe,,,,,,Tiffany Yacht Charter & Sailing Club,King Marine,,,,
"POINT (126.912835082334 37.1149960955575)","4695493118",,,,cafe,,,,,,kt시네마2,,,,,
"POINT (126.913280282334 37.1158003955575)","4695493117",,,,cafe,,,,,,kt시네마3,,,,,
"POINT (126.738510482358 37.2173272955493)","4647540297",,,,cafe,,,,,,카페 테힐라,,,,,
"POINT (126.919504982333 36.9786290955685)","4642298273",,,,cafe,,,,,,나랑 카페,,,,,
"POINT (126.918893482333 36.9789718955685)","4642298258",,,,cafe,,,,,,메가 카페,,,,,
"POINT (126.919570082333 36.9787394955685)","4642298245",,,,cafe,,,,,,티큐비,,,,,
"POINT (126.927577882332 36.9782891955686)","5019942126",,,"31",cafe,,,,,,이디야 커피,,,,,
"POINT (126.920730682332 36.9790175955685)","7594732361",,,"5",cafe,,,,,,정진원의 커피볶는집,,,,,
"POINT (126.923566482332 36.9786405955685)","4642298192",,,,cafe,,,,,,Coffee Day,,,,,
"POINT (126.926801482332 36.9787178955685)","6282150810",,,,cafe,,,,,,,,,,,
"POINT (126.926877982332 36.9788121955685)","6282150809",,,,cafe,,,,,,,,,,,
"POINT (126.927651782332 36.9786641955685)","4951092025",,,,cafe,,,,,,올렌티오 커피,,,,,
"POINT (126.927571782332 36.9792210955685)","7453055815",,,60-7,cafe,,,,,,교집합,,,,,
"POINT (126.927370482332 36.9796578955685)","7453055816",,,"52",cafe,,,,,,디저트인더시계탑,,,,,
"POINT (126.931111282331 36.9783747955686)","6283180636",,,,cafe,,,,,,프리미엄 키즈카페 PRINCE & PRINCESS,,,,,
"POINT (126.922237482332 36.984749995568)","6434155058",,,"64",cafe,,,,,,까로치아 카페,,,,,
"POINT (126.931543582331 36.9834289955681)","7449907832",,,"98",cafe,,,,,,카툰명가 안중점,,,,,
"POINT (126.924774482332 36.985107695568)","6283180528",,,,cafe,,,,,,COFFEE MAMA,,,,,
"POINT (126.927589482332 36.9804883955684)","5018263585",,,,cafe,,,,,,파스쿠찌,,,,,
"POINT (126.927858782331 36.9803704955684)","6283180503",,,,cafe,,,,,,애요 카페,,,,,
"POINT (126.929858482331 36.9812865955683)","4951091916",,,"69",cafe,,,,,,까로치아,,,,,
"POINT (127.088472282309 36.9917752955675)","4634922255",,,,cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (126.925894082332 36.985275095568)","4647437027",,,,cafe,,,,,,카페 에스파냐,,,,,
"POINT (127.034909782317 36.9291433955726)","6125901391",,,,cafe,,,,,,пёшка,,,,,
"POINT (127.038006482316 36.9258829955728)","7165401185",,,,cafe,,,,,,,,,,,
"POINT (127.035239782317 36.9291182955726)","7165404386",,,,cafe,,,,,,,,,,,
"POINT (127.035648582316 36.9293905955725)","7165401385",,,,cafe,,,,,,,,,,,
"POINT (127.038244982316 36.9743123955689)","5199361327",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.00989848232 36.9966861955671)","4684830722",,,"55",cafe,,,,,,러디빈 본점,,,,,
"POINT (127.058462782313 36.96055549557)","4628058731",,,,cafe,,,,,,투썸플레이스 평택팽성점,,,,,
"POINT (127.08562888231 36.9912769955675)","7602889239",,,,cafe,스타벅스,,,,,스타벅스,,,,,
"POINT (127.086430482309 36.9930853955674)","4957872025",,,,cafe,,,,,,,,,,,
"POINT (127.086912982309 36.9931571955674)","4634764506",,,,cafe,,,,,,할리스 평택점,,,,,
"POINT (127.089264082309 36.9936969955673)","4634919587",,,,cafe,,,,,,커피&치즈케이크,,,,,
"POINT (127.063016282313 37.0665641955614)","3318565439",,,,cafe,스타벅스,,,,,스타벅스 평택송탄점,(주)스타벅스커피 코리아,,,,
"POINT (126.917902982333 37.022870195565)","7450099056",,,,cafe,,,,,,요거프레소,,,,,
"POINT (126.975274582325 37.0510344955627)","5304938422",,,,cafe,,,,,,Machi Cafe,,,,,
"POINT (127.062213782313 37.0665038955614)","4632540478",,,,cafe,카페베네,,,,,카페베네 송탄출장소점,Caffe Bene,,,,
"POINT (127.062481282313 37.0669455955614)","4632540477",,,,cafe,,,,,,할리스커피 송탄점,,,,,
"POINT (127.063798982313 37.0674132955614)","4632540473",,,,cafe,,,,,,엔제리너스커피,,,,,
"POINT (126.922777482332 37.1296356955564)","4631771001",,,,cafe,,,,,,디저트39화성향남점,,,,,
"POINT (127.052148982314 37.0807202955603)","3153762319",,,,cafe,,,,,,커피몰,,,,,
"POINT (127.063176482313 37.0803252955603)","2728228420",,,,cafe,,,,,,,,,,,
"POINT (127.135992982303 36.9961029955671)","4684781972",,,"11",cafe,,,,,,러디빈 용이점 (평택대학점),,,,,
"POINT (127.104789882307 37.0023355955666)","4634129820",,,,cafe,,,,,,파리바게트,,,,,
"POINT (127.112566982306 37.0033948955665)","4634518951",,,12-67,cafe,,,,,,더커먼스(TheCommons),,,,,
"POINT (127.22582958229 37.0022230955666)","4632116826",,,"26",cafe,,,,,,이디야,,,,,
"POINT (126.922707282332 37.1296430955564)","4631771002",,,,cafe,,,,,,이디야커피 향남점,,,,,
"POINT (126.922914682332 37.1296543955564)","4631770999",,,,cafe,,,,,,엔제리너스,,,,,
"POINT (126.974458382325 37.2137064955496)","4701407326",,,,cafe,,,,,,베스킨라빈스 31,,,,,
"POINT (127.045736682315 37.1771982955525)","4809146175",,,,cafe,,,,,,던킨도너츠,,,,,
"POINT (127.053688282314 37.1769939955526)","4630936246",,,,cafe,,,,,,이디아커피,,,,,
"POINT (126.974049182325 37.2138592955496)","4787400984",,,,cafe,,,,,,Yoger Presso,,,,,
"POINT (126.978602482324 37.2131540955496)","3167861466",,,,cafe,,,,,,Cafe Mountain,,,,,
"POINT (126.974872982325 37.2137967955496)","4701407323",,,,cafe,,,,,,파리바게트,,,,,
"POINT (126.978098582325 37.2144698955495)","4701407325",,,,cafe,,,,,,던킨도너츠,,,,,
"POINT (126.978948282324 37.2143017955495)","3167861063",,,,cafe,,,,,,Hollys Coffee,,,,,
"POINT (126.988590282323 37.2194896955491)","6229826710",,,,cafe,,,,,,yogerpresso,,,,,
"POINT (126.989247382323 37.2194272955491)","6229826709",,,,cafe,,,,,,cafe 집앞,,,,,
"POINT (126.979180782324 37.2141888955496)","3167861066",,,,cafe,,,,,,Thanks for the coffee,,,,,
"POINT (126.979312382324 37.2141349955496)","3167861065",,,,cafe,,,,,,Ediya Coffee,,,,,
"POINT (126.980226782324 37.2508110955466)","6362691397",,,,cafe,,,,,,이디야,,,,,
"POINT (127.033256182317 37.2114118955498)","4636600533",,,,cafe,,,,,,타요키즈카페,,,,,
"POINT (127.034034682317 37.2070663955501)","7025049374",,,,cafe,,,,,,Mega coffee,,,,,
"POINT (127.034254482317 37.2071360955501)","7025049367",,,,cafe,,,,,,Coffee Bay,,,,,
"POINT (127.033879382317 37.2072814955501)","7025049364",,,,cafe,,,,,,A Twosome Place,,,,,
"POINT (127.033693282317 37.2076030955501)","7025049371",,,,cafe,,,,,,Lattette Coffee,,,,,
"POINT (127.038082582316 37.2125292955497)","4636600508",,,,cafe,,,,,,파리바게트,,,,,
"POINT (127.038263882316 37.2126700955497)","4636490142",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.040096282316 37.2130570955497)","7025049370",,,,cafe,,,,,,Paik’s coffee,,,,,
"POINT (127.060746782313 37.20929769555)","7025049365",,,,cafe,,,,,,The Venti,,,,,
"POINT (127.053658682314 37.2121240955497)","7025049376",,,,cafe,,,,,,Starbucks,,,,,
"POINT (127.058158382313 37.2183071955492)","4650851532",,,,cafe,,,,,,카페,,,,,
"POINT (127.072926082311 37.2017512955506)","7025175985",,,,cafe,,,,,,Starbucks,,,,,
"POINT (127.072600382311 37.2025749955505)","7025175989",,,,cafe,,,,,,Coffeesmith,,,,,
"POINT (127.071856482311 37.2049773955503)","7025175988",,,,cafe,,,,,,Starbucks,,,,,
"POINT (127.073450082311 37.2024471955505)","4755768759",,,,cafe,,,,,,Rolling Pin,,,,,
"POINT (127.061317582313 37.2355166955478)","1530613677",,,,cafe,,,,,,Baskin Robbins,,,,,
"POINT (127.015058682319 37.2557928955462)","4642371106",,,,cafe,,,,,,Аптека,,,,,
"POINT (127.033222182317 37.2647704955455)","4360094190",,,,cafe,,,,,,Baskin robbins,,,,,
"POINT (127.033297682317 37.2649004955455)","4360094191",,,,cafe,,,,,,Krispy Kreme,,,,,
